,department,brand,count,min,max,mean
2544,Healthy products,VEGA,26,58.0,1482.0,804.0384615384615
2545,Healthy products,VEGGIE MIX,2,103.0,154.0,128.5
2546,Healthy products,VERDE LIMON,1,81.0,81.0,81.0
2547,Healthy products,VERO AMORE,2,149.0,320.0,234.5
2548,Healthy products,VICHY,1,479.0,479.0,479.0
2549,Healthy products,VILLA DE PATOS,5,20.0,226.0,110.2
2550,Healthy products,VITAL PERFORMANCE,1,74.0,74.0,74.0
2551,Healthy products,VITAL PROTEINS,4,72.0,636.0,342.5
2552,Healthy products,VITALI,3,34.0,189.0,88.16666666666667
2553,Healthy products,VITALIBR,1,189.0,189.0,189.0
2554,Healthy products,VIVENTE,3,67.5,67.5,67.5
2555,Healthy products,WESHINE,4,623.0,623.0,623.0
2556,Healthy products,WHITE HOUSE,1,83.0,83.0,83.0
2557,Healthy products,WILLIAMS HUMBERT,1,331.0,331.0,331.0
2558,Healthy products,YBARRA,1,89.0,89.0,89.0
2559,Healthy products,YOGI TEA,6,134.0,134.0,134.0
2560,Healthy products,YOGURT BOUTIQUE,5,234.0,280.0,261.0
2561,Healthy products,ZONE PERFECT,3,52.0,575.0,226.33333333333334
2562,International,5 STAGIONI,2,86.0,93.5,89.75
2563,International,A TASTE OF THAI,1,130.0,130.0,130.0
2564,International,ACIERTO,20,41.5,146.0,69.78
2565,International,AGNESI,4,51.9,73.0,59.475
2566,International,AJIMOTO,1,91.0,91.0,91.0
2567,International,AL ARZ TAHINI,1,231.0,231.0,231.0
2568,International,ALMUMTAZ,8,107.0,193.0,149.625
2569,International,AMOR AMOR,7,179.0,250.0,207.71428571428572
2570,International,AMORES Y SABORES,6,140.0,373.0,239.5
2571,International,ANNIES,2,116.0,116.0,116.0
2572,International,ANTONIO SOTOS,1,425.0,425.0,425.0
2573,International,ARTHUR D,2,35.0,35.0,35.0
2574,International,ATANASIO,1,88.0,88.0,88.0
2575,International,AVILES,1,25.9,25.9,25.9
2576,International,BELIN,2,113.0,165.0,139.0
2577,International,BELLA SUN LUCE,2,171.0,224.0,197.5
2578,International,BELLA SUN LUCI,4,92.5,158.0,125.25
2579,International,BENEDICTA,4,130.0,130.0,130.0
2580,International,BIG TREE FARMS,1,197.0,197.0,197.0
2581,International,BONETTO,3,97.0,233.0,148.66666666666666
2582,International,BONNE  MAMAN,3,116.0,135.0,122.33333333333333
2583,International,BONNE MAMAN,2,116.0,151.0,133.5
2584,International,BOTAN,1,193.0,193.0,193.0
2585,International,BRAGG,3,182.0,265.0,209.66666666666666
2586,International,BUFALO,7,26.5,55.0,38.614285714285714
2587,International,CAMPO AMOR,9,29.0,120.0,70.58888888888889
2588,International,CAMPO VIVO,2,52.9,52.9,52.9
2589,International,CARBONELL,15,23.0,85.0,41.05333333333333
2590,International,CATEDRAL DE NAVARRA,1,384.0,384.0,384.0
2591,International,CENTO,1,98.9,98.9,98.9
2592,International,CENTRAL MARKET,18,33.0,207.0,56.166666666666664
2593,International,CHARTUM,1,238.0,238.0,238.0
2594,International,CHIKARA,1,34.0,34.0,34.0
2595,International,CIDACOS,1,56.0,56.0,56.0
2596,International,CIRIO,2,51.5,67.0,59.25
2597,International,CLEARSPRING,4,207.0,269.0,247.25
2598,International,COCONUT,1,269.0,269.0,269.0
2599,International,COMPAÑIA DE SALES,7,82.0,207.0,153.42857142857142
2600,International,CORINA,2,18.0,33.0,25.5
2601,International,COUS COUS,1,93.5,93.5,93.5
2602,International,CURTIRISO,5,52.0,120.0,79.2
2603,International,DE CECCO,3,107.0,107.0,107.0
2604,International,DI MARTINO,2,86.0,86.0,86.0
2605,International,DIAMON D,1,203.0,203.0,203.0
2606,International,DIPALMA,3,120.0,120.0,120.0
2607,International,EL GAITERO,1,208.0,208.0,208.0
2608,International,EL SABOR DE OAXACA,13,68.5,234.0,120.26923076923077
2609,International,ESCAMILLA,5,38.0,50.0,41.8
2610,International,FILIPPO BERIO,1,81.0,81.0,81.0
2611,International,FRANCINE,2,146.0,192.0,169.0
2612,International,FRANJUBA PAN,1,54.0,54.0,54.0
2613,International,GAVOTTE,1,182.0,182.0,182.0
2614,International,GIDEON SPRING,1,220.0,220.0,220.0
2615,International,GODARD,1,575.0,575.0,575.0
2616,International,GURRUMINA,11,72.0,100.0,84.45454545454545
2617,International,HAIKU,3,68.0,74.9,72.60000000000001
2618,International,HANSEATIK,4,172.0,296.0,212.75
2619,International,HAPI,1,61.0,61.0,61.0
2620,International,HCF,3,15.5,15.5,15.5
2621,International,HEB,44,25.9,157.0,70.67045454545455
2622,International,HEB ORGANICS,21,31.9,119.0,76.38095238095238
2623,International,HENGSTENBERG,5,93.5,145.0,123.3
2624,International,HOUSE,2,127.0,128.0,127.5
2625,International,INES,2,68.5,77.5,73.0
2626,International,INES ROSALES,3,134.0,136.0,134.66666666666666
2627,International,ITALIANAVERA,4,104.0,411.0,226.0
2628,International,ITINERAIRE DES SAVEURS,1,113.0,113.0,113.0
2629,International,J-BASKET,1,101.0,101.0,101.0
2630,International,JFC,1,120.0,120.0,120.0
2631,International,JIMMY TARTUFI ,3,311.0,432.0,391.6666666666667
2632,International,JOLCA,18,21.0,120.0,57.77777777777778
2633,International,KANTE,1,104.0,104.0,104.0
2634,International,KAPORO,11,22.0,60.0,44.36363636363637
2635,International,KIKKOMAN,19,48.0,155.0,93.30526315789473
2636,International,KINARA,2,59.0,86.0,72.5
2637,International,LA CASITA,5,51.9,51.9,51.9
2638,International,LA CIMA,2,44.0,44.0,44.0
2639,International,LA COMANDANTA,4,124.0,238.0,175.75
2640,International,LA COSTEÑA,1,63.0,63.0,63.0
2641,International,LA ESPAÑOLA,4,47.0,103.0,75.225
2642,International,LA MEDITERRANEA,2,52.0,52.0,52.0
2643,International,LA PIARA,1,76.0,76.0,76.0
2644,International,LA SELVA,16,73.0,207.0,119.875
2645,International,LA SUCULENTERIA,3,187.0,188.0,187.33333333333334
2646,International,LAFITTE,2,89.0,449.0,269.0
2647,International,LEE KUM KEE,15,74.0,297.0,133.2
2648,International,LESSIEUR,1,99.0,99.0,99.0
2649,International,LIGUORI,2,62.0,71.0,66.5
2650,International,LOS DOS CABALLOS,1,81.0,81.0,81.0
2651,International,LOURIÑO,2,56.0,75.0,65.5
2652,International,LU,2,120.0,151.0,135.5
2653,International,M'LORD,4,78.0,109.0,94.75
2654,International,MAE PLOY,1,100.0,100.0,100.0
2655,International,MAGGI,4,29.0,134.0,89.75
2656,International,MAGIC CHEF,1,68.5,68.5,68.5
2657,International,MAKISU,1,21.0,21.0,21.0
2658,International,MARINI,1,224.0,224.0,224.0
2659,International,MARIO ORG,2,155.0,155.0,155.0
2660,International,MATSURI,10,30.0,390.0,86.28999999999999
2661,International,MEZZETTA,1,165.0,165.0,165.0
2662,International,MI ALMA,2,120.0,213.0,166.5
2663,International,MILKA,2,161.0,161.0,161.0
2664,International,MISSISSIPPI,1,74.0,74.0,74.0
2665,International,MITSUKAN,2,68.5,73.0,70.75
2666,International,MONTESOL,1,64.0,64.0,64.0
2667,International,MORI-NU,2,60.0,60.0,60.0
2668,International,MUTTI,4,85.0,113.0,93.5
2669,International,N,1,186.0,186.0,186.0
2670,International,NAKHLY AND SONS,1,182.0,182.0,182.0
2671,International,NISHIKI,1,74.0,74.0,74.0
2672,International,OHASHIS,1,21.0,21.0,21.0
2673,International,OLIO FINO,1,250.0,250.0,250.0
2674,International,OLOVES,3,36.0,36.0,36.0
2675,International,ORO DE ESPAÑA,1,86.0,86.0,86.0
2676,International,ORTI DI CALABRIA,4,148.0,165.0,153.75
2677,International,PAGES,1,192.0,192.0,192.0
2678,International,PANDA,1,106.0,106.0,106.0
2679,International,PANDA EXPRESS,2,99.0,99.0,99.0
2680,International,PIQUILOS VELERO,1,259.0,259.0,259.0
2681,International,POCKY,3,48.0,151.0,115.66666666666667
2682,International,POLAR,1,41.5,41.5,41.5
2683,International,QUICHE GOURMET,5,113.0,113.0,113.0
2684,International,RAFITA,1,49.9,49.9,49.9
2685,International,RANCHO SAN CAYETANO,4,104.0,170.0,137.0
2686,International,RGB ALIMENTOS,2,182.0,182.0,182.0
2687,International,ROLAND,2,120.0,155.0,137.5
2688,International,ROUGIE,1,801.0,801.0,801.0
2689,International,S & W,1,56.0,56.0,56.0
2690,International,SABATINO PRONTO,2,134.0,197.0,165.5
2691,International,SAL DE AQUI,7,124.0,328.0,239.71428571428572
2692,International,SALSAS MAMA GRANDE,1,57.0,57.0,57.0
2693,International,SAN J,2,124.0,124.0,124.0
2694,International,SAN LAZARO,5,61.0,80.0,69.9
2695,International,SAN MIGUEL,11,18.0,82.0,46.07272727272727
2696,International,SAOR,1,93.5,93.5,93.5
2697,International,SATORU,16,22.0,140.0,57.5625
2698,International,SELEQTIA,4,47.0,73.0,55.95
2699,International,SERPIS,41,24.9,179.0,66.99756097560976
2700,International,SICILIAN VILLAGE,1,47.0,47.0,47.0
2701,International,SINALOA,1,24.9,24.9,24.9
2702,International,SYBARI,2,56.0,56.0,56.0
2703,International,TARRADELLAS,2,49.9,49.9,49.9
2704,International,TASSOS,4,73.0,111.0,90.0
2705,International,TASTE OF THAI,1,145.0,145.0,145.0
2706,International,THAI KITCHEN,1,145.0,145.0,145.0
2707,International,THAI PRESTIGE,5,39.0,56.0,50.2
2708,International,THATS IT,1,51.9,51.9,51.9
2709,International,THE FIRE GRAIN,2,184.0,184.0,184.0
2710,International,TIERRA ASTUR,1,224.0,224.0,224.0
2711,International,TIERRA PALACIEGA,1,192.0,192.0,192.0
2712,International,TIPIAK,4,84.0,118.0,95.0
2713,International,TOYO,4,77.5,319.0,138.075
2714,International,TUONG,3,64.0,142.0,105.33333333333333
2715,International,Unknown,1,82.0,82.0,82.0
2716,International,VEGATORIO,2,132.0,132.0,132.0
2717,International,VEGATORO,2,81.0,132.0,106.5
2718,International,VEGGIE MIX,2,103.0,154.0,128.5
2719,International,VERDE VALLE,1,70.0,70.0,70.0
2720,International,VERMICELLI,2,42.0,61.0,51.5
2721,International,VERMONT CURRY,1,165.0,165.0,165.0
2722,International,VERONA,1,140.0,140.0,140.0
2723,International,WILLIAMS HUMBERT,1,331.0,331.0,331.0
2724,International,YAM YAM,1,46.0,46.0,46.0
2725,International,YAMAMOTOYAMA,2,94.5,179.0,136.75
2726,International,YAMASA,3,78.9,156.0,109.8
2727,International,YBARRA,5,30.0,70.0,43.4
2728,Meat and Fish,AIRES DE CAMPO,8,141.0,363.0,223.625
2729,Meat and Fish,ALCO,25,20.5,291.0,141.9
2730,Meat and Fish,ARIZTIA,2,146.0,146.0,146.0
2731,Meat and Fish,BACHOCO,27,33.5,202.0,121.7925925925926
2732,Meat and Fish,BAFAR,1,80.0,80.0,80.0
2733,Meat and Fish,BLUE MAR,3,53.5,108.0,88.5
2734,Meat and Fish,BUTTERBALL,4,72.0,303.0,170.75
2735,Meat and Fish,CAB,20,287.0,1338.0,614.55
2736,Meat and Fish,CAB PRIME,1,1132.0,1132.0,1132.0
2737,Meat and Fish,CAMANZO,1,164.0,164.0,164.0
2738,Meat and Fish,CAROLINA,1,54.5,54.5,54.5
2739,Meat and Fish,CEDICARNES,1,153.0,153.0,153.0
2740,Meat and Fish,CHEFS,2,139.0,143.0,141.0
2741,Meat and Fish,CHIMEX,3,72.0,81.0,77.66666666666667
2742,Meat and Fish,CONEJO,1,154.0,154.0,154.0
2743,Meat and Fish,CURPI,2,21.0,34.5,27.75
2744,Meat and Fish,DECOMER,1,49.0,49.0,49.0
2745,Meat and Fish,DEL PACIFICO,6,93.0,426.0,296.8333333333333
2746,Meat and Fish,DELAMAR,2,51.0,64.0,57.5
2747,Meat and Fish,DOLORES,17,41.0,329.0,142.1764705882353
2748,Meat and Fish,DOS FAMILIAS,11,71.0,117.0,93.0909090909091
2749,Meat and Fish,DPD,5,23.0,68.9,44.78
2750,Meat and Fish,EL CHARAL,4,31.0,31.0,31.0
2751,Meat and Fish,EL GAUCHITO,5,50.0,184.0,106.78
2752,Meat and Fish,EL PULPITO,1,31.0,31.0,31.0
2753,Meat and Fish,FIORDO,1,48.0,48.0,48.0
2754,Meat and Fish,FLORESMEATS,2,112.0,143.0,127.5
2755,Meat and Fish,GADUS,2,380.0,447.0,413.5
2756,Meat and Fish,GRILLERS,5,122.0,174.0,151.2
2757,Meat and Fish,HCF,38,27.0,201.0,66.16578947368421
2758,Meat and Fish,HEB,107,51.0,1132.0,194.00280373831774
2759,Meat and Fish,HEB EXTRASUAVE,8,195.0,308.0,253.875
2760,Meat and Fish,HEB SUPREME,76,105.0,675.0,289.32894736842104
2761,Meat and Fish,HEB TERNERA,4,215.0,390.0,333.5
2762,Meat and Fish,INTERRA,1,51.0,51.0,51.0
2763,Meat and Fish,ISLANDIA,2,402.0,402.0,402.0
2764,Meat and Fish,KARFRI,4,82.9,102.0,90.95
2765,Meat and Fish,LA POCIMA,2,20.5,35.9,28.2
2766,Meat and Fish,LAS HAMACAS,1,28.0,28.0,28.0
2767,Meat and Fish,MARIDAN,2,163.0,266.0,214.5
2768,Meat and Fish,MI TIENDA,2,72.0,103.0,87.5
2769,Meat and Fish,MIRAMAR,5,32.9,124.0,94.17999999999999
2770,Meat and Fish,NEPTUNO,1,73.0,73.0,73.0
2771,Meat and Fish,NORDKING,2,149.0,196.0,172.5
2772,Meat and Fish,NORDKINN,1,196.0,196.0,196.0
2773,Meat and Fish,OVARB,2,32.0,34.5,33.25
2774,Meat and Fish,PILGRIMS,18,55.5,242.0,117.90555555555557
2775,Meat and Fish,PISIS,3,50.0,308.0,176.33333333333334
2776,Meat and Fish,POLLO REAL,5,175.0,472.0,322.8
2777,Meat and Fish,PONDEROSA,4,43.0,75.0,63.25
2778,Meat and Fish,PRACTI RICO,5,72.0,107.0,90.8
2779,Meat and Fish,PROAN,5,50.0,204.0,110.6
2780,Meat and Fish,PROSAZON,5,72.0,74.0,72.4
2781,Meat and Fish,RICOMER,2,1415.0,1415.0,1415.0
2782,Meat and Fish,RIVERA GROUP,1,115.0,115.0,115.0
2783,Meat and Fish,ROSSONERO,2,246.0,256.0,251.0
2784,Meat and Fish,ROYAL COD,2,165.0,180.0,172.5
2785,Meat and Fish,SALMI,8,62.0,77.0,72.25
2786,Meat and Fish,SAN AGUSTIN,1,70.0,70.0,70.0
2787,Meat and Fish,SAN GERMAN,1,70.0,70.0,70.0
2788,Meat and Fish,SANS SOUCCI,4,153.0,256.0,204.5
2789,Meat and Fish,SASA,5,56.5,131.0,85.1
2790,Meat and Fish,SEAFOOD MARKET,10,237.0,402.0,309.9
2791,Meat and Fish,SEALECT,5,108.0,205.0,145.4
2792,Meat and Fish,SELECTA,3,63.9,180.0,135.96666666666667
2793,Meat and Fish,SHELL PRIDE,5,72.0,282.0,140.2
2794,Meat and Fish,SIERRA MADRE,12,93.0,390.0,211.66666666666666
2795,Meat and Fish,SK,2,31.0,127.0,79.0
2796,Meat and Fish,SUKARNE,8,75.0,318.0,162.375
2797,Meat and Fish,SWIFT,1,184.0,184.0,184.0
2798,Meat and Fish,TYSON,5,128.0,196.0,156.4
2799,Meat and Fish,Unknown,68,21.5,1906.0,262.7029411764706
2800,Sausages,ACIERTO,10,55.0,204.0,110.37
2801,Sausages,AGUASCALIENTES,4,46.0,207.0,112.25
2802,Sausages,ALANIS,4,20.5,31.0,26.875
2803,Sausages,AMERICAN ACCENT,2,31.0,186.0,108.5
2804,Sausages,AMOR AMOR,1,201.0,201.0,201.0
2805,Sausages,AZTECA,2,15.0,29.0,22.0
2806,Sausages,Alouette,2,93.5,156.0,124.75
2807,Sausages,BAFAR,13,25.0,208.0,113.45384615384616
2808,Sausages,BEEMSTER,1,160.0,160.0,160.0
2809,Sausages,BELGIOIOSO,3,90.0,422.0,202.16666666666666
2810,Sausages,BELL,1,64.0,64.0,64.0
2811,Sausages,BERNINA,17,65.9,897.0,360.3764705882353
2812,Sausages,BIG BUY,2,78.0,78.0,78.0
2813,Sausages,BOVE,1,112.0,112.0,112.0
2814,Sausages,BUFALO,5,26.5,55.0,43.46
2815,Sausages,BURR,2,23.0,69.9,46.45
2816,Sausages,BUTTERBALL,6,44.0,354.0,120.91666666666667
2817,Sausages,CABRERO,1,85.0,85.0,85.0
2818,Sausages,CALCAR,2,270.0,270.0,270.0
2819,Sausages,CAMELIA,2,44.0,78.0,61.0
2820,Sausages,CAMPOFRIO,1,168.0,168.0,168.0
2821,Sausages,CANTARELLI,1,229.0,229.0,229.0
2822,Sausages,CAPERUCITA,12,32.0,285.0,110.33333333333333
2823,Sausages,CAPISTRANO,15,40.0,319.0,139.9
2824,Sausages,CARBONELL,9,23.0,85.0,40.544444444444444
2825,Sausages,CAROL,5,106.0,122.0,115.4
2826,Sausages,CAROLINA,2,305.0,313.0,309.0
2827,Sausages,CARRANCO,6,47.9,101.0,74.56666666666666
2828,Sausages,CHATA,1,39.0,39.0,39.0
2829,Sausages,CHEN,14,47.0,257.0,116.0
2830,Sausages,CHILA,3,77.9,111.0,92.3
2831,Sausages,CHILCHOTA,9,34.0,207.0,90.11111111111111
2832,Sausages,CHIMEX,2,209.0,209.0,209.0
2833,Sausages,CILENTO,3,109.0,158.0,125.33333333333333
2834,Sausages,CINTA DE ORO,8,64.9,419.0,194.6625
2835,Sausages,COITA,8,102.0,234.0,138.75
2836,Sausages,CONDE DE LUNA,7,65.9,184.0,93.85714285714286
2837,Sausages,CORONA,9,25.0,82.0,61.388888888888886
2838,Sausages,DAILYS,7,177.0,226.0,219.0
2839,Sausages,DAIYA,7,145.0,167.0,152.42857142857142
2840,Sausages,DAMMY,4,82.0,87.0,85.75
2841,Sausages,DEL CIELO,4,40.5,58.0,49.25
2842,Sausages,DELICO,5,71.0,107.0,89.17999999999999
2843,Sausages,DI STEFANO,2,87.0,88.0,87.5
2844,Sausages,DON CHEMA,6,16.0,28.0,23.0
2845,Sausages,DON ELIAS,4,67.5,73.0,70.25
2846,Sausages,EL ACICATE,13,93.5,98.0,94.1923076923077
2847,Sausages,EL LAREL,2,110.0,110.0,110.0
2848,Sausages,EL SELLO DE ORO,2,171.0,171.0,171.0
2849,Sausages,ELITE,6,78.9,306.0,123.64999999999999
2850,Sausages,EMMI,2,252.0,252.0,252.0
2851,Sausages,ESCAMILLA,3,38.0,50.0,42.0
2852,Sausages,FLAVEUR,6,60.0,64.0,60.666666666666664
2853,Sausages,FLOR DE ALFALFA,4,85.0,128.0,98.75
2854,Sausages,FRANJA,1,21.0,21.0,21.0
2855,Sausages,FUD,35,40.0,577.0,95.71428571428571
2856,Sausages,GALBANI,3,119.0,132.0,127.66666666666667
2857,Sausages,GARCIA BAQUERO,7,223.0,311.0,261.57142857142856
2858,Sausages,GOCEANO,1,562.0,562.0,562.0
2859,Sausages,HCF,48,15.5,272.0,104.86458333333333
2860,Sausages,HEARTBEST,6,150.0,160.0,153.33333333333334
2861,Sausages,HEB,163,19.5,806.0,129.47914110429446
2862,Sausages,HEB SABOR TRADI,16,81.0,198.0,147.6875
2863,Sausages,HEB SABOR TRADICIONAL,30,59.0,417.0,136.66
2864,Sausages,HOLBES,5,172.0,211.0,183.8
2865,Sausages,HOLLAND KROON,10,102.0,146.0,120.1
2866,Sausages,HORMEL,16,89.9,546.0,242.6125
2867,Sausages,Hennings,7,394.0,394.0,394.0
2868,Sausages,ILE DE FRANCE,6,148.0,179.0,170.33333333333334
2869,Sausages,JOHNSONVILLE,7,139.0,197.0,174.28571428571428
2870,Sausages,JOLCA,13,21.0,118.0,52.07692307692308
2871,Sausages,KACER,1,51.0,51.0,51.0
2872,Sausages,KIR,7,52.0,161.0,89.42857142857143
2873,Sausages,KRAFT,10,34.0,148.0,58.4
2874,Sausages,KURSON KOSHER,6,71.9,315.0,146.28333333333333
2875,Sausages,LA ENCOMIENDA,1,65.0,65.0,65.0
2876,Sausages,LA ESPAÑOLA,4,47.0,103.0,75.225
2877,Sausages,LA HACIENDA,3,44.0,64.5,54.5
2878,Sausages,LA SELVA,3,155.0,176.0,162.0
2879,Sausages,LA VAQUITA,5,62.0,133.0,78.9
2880,Sausages,LA VILLITA,4,37.0,104.0,76.75
2881,Sausages,LACLETTE,2,83.0,88.0,85.5
2882,Sausages,LALA,20,28.0,115.0,69.85
2883,Sausages,LALA PLENIA,4,48.0,64.0,54.125
2884,Sausages,LAS SEVILLANAS,2,14.9,88.5,51.7
2885,Sausages,LEVONI,2,443.0,443.0,443.0
2886,Sausages,LIBANIUS,12,64.0,93.5,78.9
2887,Sausages,LIGURIA,3,86.0,93.5,91.0
2888,Sausages,LISANATTI,4,116.0,123.0,117.75
2889,Sausages,LOS ANGELES,1,23.9,23.9,23.9
2890,Sausages,LOS ARRIEROS,2,45.0,45.0,45.0
2891,Sausages,LOS DUENDES,4,133.0,245.0,163.25
2892,Sausages,LOS HUIZACHES,1,97.0,97.0,97.0
2893,Sausages,LOS PASTORES,2,148.0,229.0,188.5
2894,Sausages,LOS REYES,2,38.0,62.0,50.0
2895,Sausages,LOS VOLCANES,1,91.0,91.0,91.0
2896,Sausages,LYNCOTT,6,13.0,83.9,40.300000000000004
2897,Sausages,MARIO ORG,1,155.0,155.0,155.0
2898,Sausages,MENONITA,1,186.0,186.0,186.0
2899,Sausages,MEZZETTA,1,165.0,165.0,165.0
2900,Sausages,MI TIENDA,1,28.0,28.0,28.0
2901,Sausages,MILY,1,51.9,51.9,51.9
2902,Sausages,NAVAL MORAL,9,705.0,926.0,789.5555555555555
2903,Sausages,NOCHE BUENA,5,104.0,426.0,176.4
2904,Sausages,NOEL,1,129.0,129.0,129.0
2905,Sausages,NOVELDA,1,253.0,253.0,253.0
2906,Sausages,O SOLE MIO,8,88.0,179.0,115.25
2907,Sausages,OBERTAL,2,76.9,165.0,120.95
2908,Sausages,ODYSSEY,7,114.0,135.0,120.0
2909,Sausages,OLD EUROPE,2,447.0,447.0,447.0
2910,Sausages,OLOVES,7,36.0,36.0,36.0
2911,Sausages,OSCAR MAYER,9,80.0,187.0,145.44444444444446
2912,Sausages,PARK AVENUE GOURMET,3,114.0,114.0,114.0
2913,Sausages,PARMA,13,58.0,853.0,174.5
2914,Sausages,PARMACOTTO,1,649.0,649.0,649.0
2915,Sausages,PEÑARANDA,26,88.0,676.0,198.76923076923077
2916,Sausages,PHILADELPHIA,12,11.0,47.0,31.575
2917,Sausages,PONDEROSA,1,65.0,65.0,65.0
2918,Sausages,PRESIDENT,3,142.0,161.0,154.66666666666666
2919,Sausages,PRINCIPE,2,370.0,453.0,411.5
2920,Sausages,RAZA PURA,14,89.9,517.0,200.1142857142857
2921,Sausages,REGGIANITO,2,302.0,302.0,302.0
2922,Sausages,RENY PICOT,3,127.0,127.0,127.0
2923,Sausages,RIOJANO,1,83.9,83.9,83.9
2924,Sausages,RUSTICO,1,119.0,119.0,119.0
2925,Sausages,RYC,2,230.0,230.0,230.0
2926,Sausages,SABORI,17,35.0,358.0,144.31764705882352
2927,Sausages,SAN BUENA,2,74.0,74.0,74.0
2928,Sausages,SAN JACINTO,12,83.0,213.0,129.16666666666666
2929,Sausages,SAN RAFAEL,30,62.0,823.0,200.02666666666667
2930,Sausages,SANT DALMAI,1,319.0,319.0,319.0
2931,Sausages,SANTO MADERO,4,54.0,67.5,59.375
2932,Sausages,SARDAFORM,2,229.0,229.0,229.0
2933,Sausages,SARTORI,10,161.0,183.0,174.3
2934,Sausages,SE,1,483.0,483.0,483.0
2935,Sausages,SERPIS,22,25.9,107.0,56.00909090909091
2936,Sausages,SICILIAN VILLAGE,2,47.0,47.0,47.0
2937,Sausages,SOCIETE,2,172.0,227.0,199.5
2938,Sausages,SWISS VALLEY,2,321.0,336.0,328.5
2939,Sausages,TANGAMANGA,29,66.5,1095.0,264.47241379310344
2940,Sausages,TASSOS,3,73.0,111.0,89.0
2941,Sausages,TIGRE,3,225.0,1061.0,782.3333333333334
2942,Sausages,TOFURKY,6,108.0,165.0,130.0
2943,Sausages,Unknown,1,103.0,103.0,103.0
2944,Sausages,VEGATORIO,2,132.0,132.0,132.0
2945,Sausages,VEGATORO,1,132.0,132.0,132.0
2946,Sausages,VEGGIES FARM,6,89.9,99.9,94.23333333333335
2947,Sausages,WENSLEYDALE,3,614.0,614.0,614.0
2948,Sausages,YBARRA,4,30.0,70.0,46.75
2949,Sausages,ZANETTI,1,759.0,759.0,759.0
2950,Sausages,ZWAN,44,23.0,386.0,89.14999999999999
2951,Sausages,ZWANENBERG,10,91.9,300.0,165.29000000000002
